molregno	pref_name	parent_chembl_id	median_Molar_value	median_pMolar_value
73547	TRANEXAMIC ACID	CHEMBL877	0.0003180459258316901	3.4975101633641295
74284	FAMCICLOVIR	CHEMBL880	6.19281757639883e-06	5.2081117129389565
74690	CLENBUTEROL	CHEMBL49080	2.1645021645021644e-09	8.664641975556126
75901	GEMCITABINE	CHEMBL888	1.9999999999999998e-05	4.698970004336019
76766	CLOXACILLIN	CHEMBL891	0.0001950033265273349	3.7099579800213642
77085	DICLOXACILLIN	CHEMBL893	6.37850020198584e-05	4.195281426384329
77128	BUPROPION	CHEMBL894	9.801876955161627e-07	6.008690753570965
77207	NALBUPHINE	CHEMBL895	5.595188138201147e-07	6.2521853057381565
77456	DEXTROMETHORPHAN	CHEMBL52440	1.4738393515106856e-07	6.831549851995756
77459	HYDROXYZINE	CHEMBL896	2.6673068203035395e-07	6.573927024542379
77474	PROBENECID	CHEMBL897	0.0003246666941164103	3.488562261122551
77652	DIFLUNISAL	CHEMBL898	0.0007993605115907275	3.0972573096934197
77779	ORPHENADRINE	CHEMBL900	1.2686270834106686e-06	5.896666021260918
78303	FAMOTIDINE	CHEMBL902	5.926628341136728e-07	6.227192306514037
78364	ISOXICAM	CHEMBL53292	4.473072105922348e-05	4.349394100943868
78759	DOXORUBICIN	CHEMBL53463	3.679649697348813e-08	7.434193524193271
79047	RIZATRIPTAN	CHEMBL905	3.7126415444588824e-07	6.430316979881974
80209	CHLORPROTHIXENE	CHEMBL908	9.497578117580016e-07	6.022387125686438
80965	ZOLPIDEM	CHEMBL911	4.879635653871178e-07	6.311612604108045
81683	FEXOFENADINE	CHEMBL914	3.8072836725337376e-07	6.4193847636305055
83724	CEFTRIAXONE	CHEMBL161	0.0001352350384969076	3.8689107710099457
84251	ANIDULAFUNGIN	CHEMBL264241	5.788204341153255e-06	5.237456145371107
84624	CEFDINIR	CHEMBL927	1.011582621010571e-05	4.994998640442741
85553	NIMESULIDE	CHEMBL56367	2.1082676526872306e-05	4.676074254604531
86042	DIPYRIDAMOLE	CHEMBL932	3.4662079898541536e-06	5.460145380994345
87251	COPPER	CHEMBL55643	2.3603461841070024e-05	4.627024295834346
88100	RITONAVIR	CHEMBL163	1.3731691078561916e-06	5.862275975446187
88316	GABAPENTIN	CHEMBL940	0.0001751927119831815	3.7564839644426096
88317	ARTEMOTIL	CHEMBL301267	1.5940590890176364e-07	6.797495584095069
88739	ERLOSAMIDE	CHEMBL58323	3.995205753096284e-05	4.398460849608223
88797	IMATINIB	CHEMBL941	4.053434828410518e-06	5.392176805226999
88800	TROPISETRON	CHEMBL56564	1.758334505556337e-07	6.754898501220181
88815	PRAMIPEXOLE	CHEMBL301265	3.312355084465054e-08	7.4798631130230975
92412	ENTACAPONE	CHEMBL953	1.3429853581840216e-05	4.871928722174582
93895	LEFLUNOMIDE	CHEMBL960	0.00023315199289441547	3.632360868009838
94091	PHENYLPROPANOLAMINE	CHEMBL61006	3.3066596124594934e-06	5.480610509059391
94571	DISULFIRAM	CHEMBL964	1.3488450514247175e-06	5.870037937041391
94790	CARBACHOL	CHEMBL965	6.793478260869566e-08	7.16790781000148
95909	TEMAZEPAM	CHEMBL967	2.9925187032418956e-06	5.523963126572557
95929	FLURAZEPAM	CHEMBL968	2.578050478228364e-07	6.58870858341341
95969	PRAZEPAM	CHEMBL969	2.15510606200548e-06	5.666531351484576
99024	PRAZIQUANTEL	CHEMBL976	6.401843730994527e-07	6.193694931190805
99389	MEPROBAMATE	CHEMBL979	4.581901489117984e-05	4.338954252377607
100157	GUAIFENESIN	CHEMBL980	7.062859449096963e-06	5.151019436123031
100696	NALMEFENE	CHEMBL982	2.9460287532406316e-07	6.5307630187585595
104574	RETINOL	CHEMBL986	2.7927110242267686e-06	5.553974000595658
109807	CEFOXITIN	CHEMBL996	0.000350910026669162	3.4548042223663074
110803	LORATADINE	CHEMBL998	5.2234323173757484e-08	7.2820440282926615
111185	CETIRIZINE	CHEMBL1000	7.714065312419645e-07	6.112716688427797
111390	CLOBAZAM	CHEMBL70418	9.97506234413965e-07	6.00108438129222
111498	DOXYLAMINE	CHEMBL1004	7.396996819291368e-07	6.130944568044679
111871	REMIFENTANIL	CHEMBL1005	5.312790543232833e-08	7.274677305812702
112102	TENOXICAM	CHEMBL302795	2.9640168356156264e-05	4.528119333893047
112651	BEPRIDIL	CHEMBL1008	6.820351930159596e-06	5.166193215170067
112655	LEVODOPA	CHEMBL1009	1.0142502155281709e-05	4.993854891336049
113138	ETRAVIRINE	CHEMBL308954	2.4190769372142713e-06	5.61635031895674
113247	GOLD SODIUM THIOMALATE	CHEMBL306043	2.3114038889370432e-05	4.6361241603578875
114406	VILOXAZINE	CHEMBL306700	3.37126000842815e-05	4.472207751225396
116349	CANDESARTAN CILEXETIL	CHEMBL1014	2.9475821638528174e-07	6.53053408010546
116949	TELMISARTAN	CHEMBL1017	9.595243184423763e-07	6.017944013912881
117758	DEXKETOPROFEN	CHEMBL75435	1.4550316567698299e-05	4.83712755773588
117805	CARBETAPENTANE	CHEMBL73234	5.397786907367978e-07	6.267784264422135
118617	TOLMETIN	CHEMBL1020	0.0003109331882311788	3.5073329199754344
119288	PERHEXILINE	CHEMBL75880	2.162162162162162e-06	5.665111737075051
122170	TIAGABINE	CHEMBL1027	5.325380764724678e-07	6.273649334723604
122859	XAMOTEROL	CHEMBL75753	2.946462771442883e-07	6.530699041844945
125261	CALCIFEDIOL	CHEMBL1040	1.2479720454261825e-07	6.903795142741036
125294	CHOLECALCIFEROL	CHEMBL1042	2.3397894189522942e-07	6.630823227334441
134333	CHLORTHALIDONE	CHEMBL1055	7.527230864598399e-06	5.123364763694228
136161	PREGABALIN	CHEMBL1059	5.024178860767444e-05	4.298934908112094
138562	SIMVASTATIN	CHEMBL1064	3.508373748715867e-08	7.454894147244778
139014	OXCARBAZEPINE	CHEMBL1068	1.0400000000000002e-06	5.982966660701219
139045	VALSARTAN	CHEMBL1069	1.1130117328312634e-05	4.953500257518825
139072	ETILEFRINE	CHEMBL86882	3.310527477378062e-07	6.480102803123504
139099	MOCLOBEMIDE	CHEMBL86304	1.1163206072784103e-05	4.952211058108669
139237	MEPTAZINOL	CHEMBL314437	1.0713520462824085e-06	5.970067796549137
139241	PROCYCLIDINE	CHEMBL86715	2.1916855105235696e-06	5.659221763528412
139286	GLIPIZIDE	CHEMBL1073	3.366625519021434e-06	5.47280518894825
139311	LOFEPRAMINE	CHEMBL87708	2.386805737880994e-08	7.622182926782751
139434	FENFLURAMINE	CHEMBL87493	1.297241200380524e-06	5.886979266587279
139608	CLOMETHIAZOLE	CHEMBL315795	3.092911047878263e-05	4.509632570126513
139782	ESLICARBAZEPINE	CHEMBL315985	1.1000000000000001e-05	4.958607314841775
140117	TIZANIDINE	CHEMBL1079	5.912029008355668e-08	7.228263443669745
141484	VIGABATRIN	CHEMBL89598	0.0003484050789718179	3.45791552256978
143284	AMOXICILLIN	CHEMBL1082	4.652308365945103e-05	4.332331506929413
147981	MEPIVACAINE	CHEMBL1087	1.6237061091942358e-05	4.789492575282965
148004	MESORIDAZINE	CHEMBL1088	2.586719780646163e-06	5.587250615856558
148018	PHENELZINE	CHEMBL1089	2.9368575624082236e-07	6.532117116248804
150423	ARTICAINE	CHEMBL1093	7.03284337857796e-06	5.152869054217012
150451	FELBAMATE	CHEMBL1094	0.00046171927468099396	3.335621995249876
150743	IPRONIAZID	CHEMBL92401	2.7898672023211696e-05	4.554416468651753
150882	BUPIVACAINE	CHEMBL1098	6.933851060879212e-06	5.159025491224905
151063	BIPERIDEN	CHEMBL1101	3.210582078530837e-07	6.4934162228671335
151273	SULTHIAME	CHEMBL328560	2.7551055549815752e-05	4.559861757586111
151300	GLUTETHIMIDE	CHEMBL1102	2.3012841165370277e-05	4.6380297600245095
151408	EDROPHONIUM	CHEMBL1104	1.203079884504331e-06	5.919705534549121
151923	FELBINAC	CHEMBL413965	4.711425206124853e-06	5.32684769891599
152751	DROPERIDOL	CHEMBL1108	1.317731393632722e-07	6.8801731073077965
152819	MIZOLASTINE	CHEMBL94454	1.8497109826589595e-06	5.73289612480889
155006	ARIPIPRAZOLE	CHEMBL1112	1.1151006935926315e-06	5.95268591405336
155045	AMOXAPINE	CHEMBL1113	1.9121068230345134e-06	5.718487848797103
157330	PYRIDOSTIGMINE	CHEMBL1115	1.1036309458117206e-06	5.9571761304048465
161281	DESVENLAFAXINE	CHEMBL1118	1.5187182018376491e-06	5.818522802003136
165474	PENTAZOCINE	CHEMBL100116	7.006971937077392e-07	6.154469621852342
165774	DICYCLOMINE	CHEMBL1123	3.2311221687291995e-07	6.490646620997555
169652	ACITRETIN	CHEMBL1131	1.531675039823551e-07	6.814833364847876
171587	TELITHROMYCIN	CHEMBL1136	2.3398438462106847e-06	5.630813125065035
175106	EZETIMIBE	CHEMBL1138	3.6636299245292235e-08	7.436088402321898
178796	PRAVASTATIN	CHEMBL1144	1e-07	7.0
180228	CEFAMANDOLE	CHEMBL1146	0.00032431731205811765	3.4890298680688168
188196	ATAZANAVIR	CHEMBL1163	3.6886234341084162e-06	5.433135678965742
189203	RAMIPRIL	CHEMBL1168	9.603380389897245e-08	7.0175758683910745
191342	DESLORATADINE	CHEMBL1172	1.9303156066016796e-08	7.714371678038968
192908	DULOXETINE	CHEMBL1175	4.034698406294129e-07	6.3941889232411695
193096	PEMOLINE	CHEMBL1177	3.9732092178453853e-05	4.40085856563594
196215	ZOLMITRIPTAN	CHEMBL1185	3.479955456570156e-08	7.458426314987211
203627	TUBOCURARINE	CHEMBL339427	9.840259782858268e-06	5.006993436042991
208661	PHENIRAMINE	CHEMBL1193	1.1233617640940297e-06	5.949480362305678
208749	PRILOCAINE	CHEMBL1194	6.354393609295571e-07	6.1969258872346105
209829	THIOTHIXENE	CHEMBL1201	3.155711838427554e-08	7.500902660942494
214701	CINOXACIN	CHEMBL1208	5.7203874609106846e-05	4.242574553997795
219327	BENOXAPROFEN	CHEMBL340978	0.00016571106618499984	3.7806484884267357
219334	PHENYLEPHRINE	CHEMBL1215	5.980503558399618e-07	6.22326224687663
222203	RABEPRAZOLE	CHEMBL1219	1.6692168590902767e-06	5.777487237563911
224263	ZOPICLONE	CHEMBL135400	1.285942081168664e-07	6.89077859159477
226851	SODIUM NITROPRUSSIDE	CHEMBL136478	0.00011453879047037262	3.941047407348204
226880	ACRIVASTINE	CHEMBL1224	2.0088965418280963e-07	6.69704242884166
227917	OXYPHENBUTAZONE	CHEMBL1228	0.0003082804118626303	3.5110540694682135
228121	OSELTAMIVIR	CHEMBL1229	3.8251016292692293e-07	6.41735702157063
228354	PERAMIVIR	CHEMBL139367	3.044974269967418e-05	4.516416372803973
230249	CARISOPRODOL	CHEMBL1233	0.00011523835132332041	3.938402963653567
230659	LISINOPRIL	CHEMBL1237	1.7262638717632555e-07	6.762892818532918
239465	METOCURINE	CHEMBL1259	6.127169400916011e-07	6.2127401123453705
248669	REPAGLINIDE	CHEMBL1272	1.1356606274856387e-07	6.944751430623434
250297	NARATRIPTAN	CHEMBL1278	1.4904462396041374e-07	6.826683684350801
250328	FROVATRIPTAN	CHEMBL1279	3.287986519255271e-08	7.483069971735713
252155	LEVETIRACETAM	CHEMBL1286	0.0002350038188120557	3.6289250803855917
254975	PENBUTOLOL	CHEMBL1290	3.4312379906670328e-06	5.46454915823386
255221	METIPRANOLOL	CHEMBL1291	2.585566077373065e-07	6.587444358811732
255373	BETA CAROTENE	CHEMBL1293	1.1175473560692134e-05	4.951734064577426
255477	QUINIDINE	CHEMBL1294	1.5412120091239752e-05	4.812137615623249
255510	CEFOTIAM	CHEMBL1296	0.0002853664104710448	3.5445971475688802
255534	FENOPROFEN	CHEMBL1297	0.0002476575721302679	3.606148388924741
255904	KETOCONAZOLE	CHEMBL157101	1.1290079783230468e-05	4.94730298904985
255947	QUININE	CHEMBL170	2.157696812773565e-05	4.666009579945012
263453	ISOSORBIDE MONONITRATE	CHEMBL1311	4.467929266506226e-06	5.349893710983732
264400	TIOPRONIN	CHEMBL1314	3.0637254901960784e-05	4.513750150081823
267163	DARUNAVIR	CHEMBL1323	1.3453356948527397e-05	4.8711693348203395
267825	TOLCAPONE	CHEMBL1324	2.1958717610891522e-05	4.658393026279124
277372	TRICHLORFON	CHEMBL167150	1.398384089496582e-05	4.854373525987667
282509	PHENFORMIN	CHEMBL170988	4.871869823638313e-07	6.312304324568706
282661	AMIFAMPRIDINE	CHEMBL354077	9.163383121048292e-07	6.037944155203099
286065	OXYBATE	CHEMBL1342	0.0011526270291038324	2.9383112004296503
299299	TILUDRONIC ACID	CHEMBL1350	4.707950158500989e-06	5.3271681435351805
300022	CARBOPLATIN	CHEMBL1351	6.734006734006735e-05	4.171726453653231
304903	ERTAPENEM	CHEMBL1359	0.00016613391655450873	3.779541696454021
305519	AMPICILLIN	CHEMBL174	3.319882086946567e-05	4.4788773409639875
306485	ATRACURIUM	CHEMBL1360	5.381204528821732e-06	5.269120500975137
306486	PANCURONIUM	CHEMBL185073	1.0473397570171764e-06	5.979912410334717
308201	PYRIDOXINE	CHEMBL1364	1.0639555503014542e-07	6.973076515520331
313314	BUDESONIDE	CHEMBL1370	4.999999999999999e-09	8.301029995663981
316347	ARTESUNATE	CHEMBL361497	6.819186848060766e-07	6.16626740957443
317124	MODAFINIL	CHEMBL1373	1.0974539069359086e-05	4.959613711071044
317367	TIAPROFENIC ACID	CHEMBL365795	0.0001536629403403634	3.8134308608435066
320260	NOSCAPINE	CHEMBL364713	9.675156616597732e-07	6.0143419961102245
320522	CHLOROGUANIDE	CHEMBL1377	5.911563017261763e-07	6.228297676474863
321707	ABACAVIR	CHEMBL1380	9.918278969057763e-06	5.003563680576211
325239	KANAMYCIN	CHEMBL1384	5.159958720330238e-05	4.287353772714747
328201	SPIRONOLACTONE	CHEMBL1393	1.200249651927601e-06	5.920728411304178
330452	VARENICLINE	CHEMBL1396	2.3666398447484263e-08	7.625867827976824
333157	AMIKACIN	CHEMBL177	5.122863339082324e-05	4.290487229498259
333370	COCAINE	CHEMBL370805	9.889240506329112e-07	6.00483706093831
334337	POSACONAZOLE	CHEMBL1397	9.111145992380031e-07	6.040426994391918
334866	STREPTOMYCIN	CHEMBL372795	6.877815605763609e-05	4.162549471792988
351701	EPHEDRINE	CHEMBL211456	1.2103606874848706e-06	5.9170851906405675
352917	PIPERAZINE	CHEMBL1412	1.1609008590666357e-06	5.935204867426581
358192	SIBUTRAMINE	CHEMBL1419	3.573215179018081e-08	7.446940829796355
360723	SAXAGLIPTIN	CHEMBL385517	1.6771289074884284e-06	5.775433555366883
361469	DASATINIB	CHEMBL1421	2e-07	6.698970004336019
363589	SITAGLIPTIN	CHEMBL1422	9.329274280663852e-07	6.030152138478737
364141	PIMOZIDE	CHEMBL1423	4.333131120547708e-08	7.363198169015764
364520	TESTOSTERONE	CHEMBL386630	2.4876053115140587e-08	7.604218524555578
364693	MERCAPTOPURINE	CHEMBL1425	3.28558286239979e-07	6.483387575428513
364745	DOMPERIDONE	CHEMBL219916	2.3478587528174306e-07	6.6293280337945815
364859	DIAZOXIDE	CHEMBL181	0.00021675047685104908	3.664039938402841
365189	RIFAMPIN	CHEMBL374478	1.2151406525305302e-05	4.915373449569812
365248	NIMODIPINE	CHEMBL1428	1.194885888397658e-07	6.9226735678585545
365281	DEXAMETHASONE	CHEMBL384467	6.752108441409535e-07	6.1705605913931265
365284	GANCICLOVIR	CHEMBL182	1.959017356893782e-05	4.707961716139108
365538	ACYCLOVIR	CHEMBL184	5.4302251232183294e-05	4.2651821653016135
366271	TELBIVUDINE	CHEMBL374731	1.1559261858564179e-05	4.9370698978348315
366279	TOPIRAMATE	CHEMBL220492	8.545245602145151e-05	4.068275450541426
368538	FLUOROURACIL	CHEMBL185	2.306273062730627e-06	5.63708927353033
369464	METFORMIN	CHEMBL1431	1.0064256406286291e-05	4.997218307270751
371546	DOXYCYCLINE	CHEMBL1433	1.4700112501125013e-05	4.832679341549046
371561	MINOCYCLINE	CHEMBL1434	1.3115327446008564e-06	5.882220862052705
371631	CEFAZOLIN	CHEMBL1435	0.00033001848103493797	3.481461738950127
371655	CEFUROXIME	CHEMBL1436	0.0002427012889087867	3.6149279172630906
371745	FLOXACILLIN	CHEMBL222645	8.812902088657796e-05	4.054881054862772
372385	CEFEPIME	CHEMBL186	0.0003329379694945586	3.477636673447585
372428	FUSIDIC ACID	CHEMBL374975	5.80585229911751e-05	4.236134016815431
372438	TIPRANAVIR	CHEMBL222559	4.9449999999999996e-05	4.305833704066802
373970	TIGECYCLINE	CHEMBL376140	1.0757094559983613e-06	5.968305013702771
373981	BEDAQUILINE	CHEMBL376488	2.1745391705069133e-06	5.662632764875266
373985	TETRACYCLINE	CHEMBL1440	1.3162631626316264e-05	4.880657272839923
374037	DAPTOMYCIN	CHEMBL387675	5.3187222726122814e-05	4.2741926866151205
374182	BENZBROMARONE	CHEMBL388590	2.357990049281992e-05	4.627458031959776
374548	LETROZOLE	CHEMBL1444	1.15e-07	6.939302159646388
374719	EFAVIRENZ	CHEMBL223228	1.182843385707045e-05	4.9270727542950565
378315	ATOVAQUONE	CHEMBL1450	1.8809290153745505e-05	4.7256275940364585
380430	MEPHENESIN	CHEMBL229128	5.487871803314675e-05	4.260596042301909
380567	MILRINONE	CHEMBL189	1.1836000378752013e-06	5.926795029613981
381693	THEOPHYLLINE	CHEMBL190	0.00011100627185435978	3.9546524828819005
384948	LEVAMISOLE	CHEMBL1454	3.4679393049437096e-06	5.459928512048968
388373	HYDROCODONE	CHEMBL1457	1.6701740321341485e-07	6.777238273009532
389011	AMISULPRIDE	CHEMBL243712	1.0825732766786653e-06	5.965542697671927
390877	DIDANOSINE	CHEMBL1460	2.9999999999999997e-05	4.522878745280337
392195	OXYTOCIN	CHEMBL395429	1.9856832239552824e-10	9.702090033313565
393942	FLUCYTOSINE	CHEMBL1463	0.0003873266713145867	3.411922596466199
394165	WARFARIN	CHEMBL1464	2.2702948139979893e-05	4.643917742904255
394206	ACENOCOUMAROL	CHEMBL397420	1.4151076896951858e-06	5.849210509072009
394229	PHENPROCOUMON	CHEMBL1465	1.7836757990867582e-05	4.748684080151968
394231	DICUMAROL	CHEMBL1466	8.920606601248884e-05	4.0496056125949735
395607	ALLOPURINOL	CHEMBL1467	0.00013959297626919403	3.8551364330328504
397074	RIFABUTIN	CHEMBL444633	2.467474203678779e-07	6.607747378985994
403465	CERIVASTATIN	CHEMBL1477	5.6019888589085215e-08	7.251657759225297
405364	DANAZOL	CHEMBL1479	5.926628341136728e-07	6.227192306514037
405365	FELODIPINE	CHEMBL1480	2.1499999999999994e-08	7.667561540084395
405366	GLIMEPIRIDE	CHEMBL1481	6.298024988280374e-07	6.200795620572967
406787	ALBENDAZOLE	CHEMBL1483	5.653124293359464e-06	5.247711465746899
407549	NICARDIPINE	CHEMBL1484	2.0853752632786272e-07	6.680815782365699
408842	LOSARTAN	CHEMBL191	6.211576657523883e-07	6.20679815074876
410802	SILDENAFIL	CHEMBL192	1.0535409511367708e-06	5.977348578701278
418410	PERICIAZINE	CHEMBL251940	8.207934336525308e-08	7.0857661265742165
418411	TRIHEXYPHENIDYL	CHEMBL1490	6.634159286164461e-07	6.178214105280843
418414	AMLODIPINE	CHEMBL1491	3.6685580121306983e-08	7.435504608891499
418736	IDEBENONE	CHEMBL252556	5.90946696607966e-07	6.2284516907144
418845	ROSUVASTATIN	CHEMBL1496	9.51095421036237e-09	8.021775909192346
419508	DIGITOXIN	CHEMBL254219	3.268187463232891e-08	7.485693040293661
419580	HYDROMORPHONE	CHEMBL398707	5.25688652134296e-08	7.279271397850605
419596	NIFEDIPINE	CHEMBL193	4.3310042155107696e-07	6.363411393556656
419598	PANTOPRAZOLE	CHEMBL1502	1.055013433147269e-05	4.976742010598902
419601	OMEPRAZOLE	CHEMBL1503	1.9338775982861447e-06	5.713571017363232
419622	TRIAMCINOLONE ACETONIDE	CHEMBL1504	1.1507479861910239e-09	8.939019776448667
420212	ARTENIMOL	CHEMBL252518	2.4547212941797077e-06	5.609997809965026
420985	ALMOTRIPTAN	CHEMBL1505	2.0866247354457925e-07	6.680555648672563
421007	ESCITALOPRAM	CHEMBL1508	2.4660912453760796e-07	6.607990858547175
421032	DROSPIRENONE	CHEMBL1509	2.1473396998635736e-07	6.668099246618082
421034	ELETRIPTAN	CHEMBL1510	6.012600318929235e-07	6.220937664448643
421066	IRBESARTAN	CHEMBL1513	5.367060251085079e-06	5.27026352925798
421070	LEVOMETHADYL ACETATE	CHEMBL1514	1.69726457525954e-07	6.770250453133694
421089	METHIMAZOLE	CHEMBL1515	2.189717088552159e-05	4.659611992382495
421332	ZALEPLON	CHEMBL1521	3.275037662933124e-07	6.484783701256938
421334	ESZOPICLONE	CHEMBL1522	2.2375392212334757e-07	6.65022934331217
421350	DEXFENFLURAMINE	CHEMBL248702	2.5944824007610483e-07	6.585949270923297
421520	ENOXIMONE	CHEMBL249856	1.6108896137892153e-05	4.792934218590548
422253	RALTEGRAVIR	CHEMBL254316	3.2030511678142293e-06	5.494436123552265
427379	MILNACIPRAN	CHEMBL259209	7.095595697178813e-07	6.149011138312543
429737	HYDROXYCHLOROQUINE	CHEMBL1535	1.1909015124449209e-06	5.924124153185825
430597	PENCICLOVIR	CHEMBL1540	1.2082444918265813e-05	4.917845176056471
430642	CEFIXIME	CHEMBL1541	1.1026330878136992e-05	4.957568979352396
431141	AZATHIOPRINE	CHEMBL1542	8.511559130089808e-08	7.069990879448443
435188	BELINOSTAT	CHEMBL408513	0.000100908	3.9960744014724265
438486	CHLORTETRACYCLINE	CHEMBL404520	2.0881622084403517e-05	4.680235768364048
443348	ASCORBIC ACID	CHEMBL196	8.516920281626164e-05	4.069717417731807
444750	CAPTOPRIL	CHEMBL1560	2.3010722996916565e-06	5.638069735584359
445395	ATROPINE	CHEMBL517712	8.639458133185887e-08	7.063513495616834
446784	BUPRENORPHINE	CHEMBL511142	2.1383513311237037e-07	6.669920938681443
452689	XIPAMIDE	CHEMBL517199	5.63666084211713e-05	4.248978095892653
453508	DIPYRONE	CHEMBL461522	3.211716341212744e-05	4.493262818588258
453520	NETILMICIN	CHEMBL1572	2.5231817321642592e-05	4.598051468295839
453532	PHENTERMINE	CHEMBL1574	6.700616456714018e-07	6.173885240368792
453538	ETHINAMATE	CHEMBL1576	5.980503558399617e-05	4.22326224687663
453548	LACIDIPINE	CHEMBL460291	1.3170892327955219e-08	7.880384800590303
453570	NITRENDIPINE	CHEMBL475534	1.3874628853678164e-07	6.857778625427297
453579	PERINDOPRIL	CHEMBL1581	4.0708877249165463e-07	6.39031087529724
453655	CILAZAPRIL	CHEMBL515606	2.1556369907307608e-07	6.66642437251876
454070	ACETOHEXAMIDE	CHEMBL1589	0.00021578298397040695	3.6659828055248616
454076	PSEUDOEPHEDRINE	CHEMBL1590	4.841442749939482e-06	5.315025199312605
454298	CARBENOXOLONE	CHEMBL499915	5.256057606391366e-05	4.27933988355467
454306	DIHYDROCODEINE	CHEMBL1595	8.294900295298452e-07	6.081188829827919
454578	CEFTIBUTEN	CHEMBL1605	4.263820870794045e-05	4.370201048929844
458338	NEFOPAM	CHEMBL465026	3.9471087428458657e-07	6.40372090862669
458729	CEFOTETAN	CHEMBL474579	0.00015635043343814603	3.8059009104585653
460466	DORIPENEM	CHEMBL491571	4.494542341442535e-05	4.347314523887392
466768	RIFAXIMIN	CHEMBL1617	1.8195930728218964e-09	8.740025725194991
467361	CLADRIBINE	CHEMBL1619	2.1001785151737898e-07	6.677743788666141
468656	PALIPERIDONE	CHEMBL1621	1.4068325165889002e-07	6.8517576022459625
469690	LEVOTHYROXINE	CHEMBL1624	1.8021033120084444e-07	6.744220315161033
469763	CLEMASTINE	CHEMBL1626	5.815644082582146e-09	8.235402180158033
469866	OLAPARIB	CHEMBL521686	5.984302713651114e-06	5.222986445968608
480746	ALISKIREN	CHEMBL1639	5.8991971292386314e-08	7.2292070910812125
485902	CEFADROXIL	CHEMBL1644	8.25559316436886e-05	4.083251717221604
486789	ISRADIPINE	CHEMBL1648	2.6925873071434343e-08	7.569830205803096
497011	SPIRAMYCIN	CHEMBL453514	3.5584655896377484e-06	5.448737229444391
497165	TELAVANCIN	CHEMBL507870	5.069318660788536e-05	4.295050407874597
497229	CASPOFUNGIN	CHEMBL499808	1.3234796447550146e-05	4.878282733802418
497230	CEFTAROLINE FOSAMIL	CHEMBL501122	2.774937929020009e-05	4.55674672691449
497291	RIFAPENTINE	CHEMBL1660	2.417221563440664e-05	4.616683540171753
499179	PANOBINOSTAT	CHEMBL483254	1.9100000000000006e-07	6.718966632752272
499624	FOSAMPRENAVIR	CHEMBL1664	6.830367815306855e-07	6.165555908930906
500520	MICAFUNGIN	CHEMBL457547	9.761550512087793e-06	5.010481194079035
504310	MITOTANE	CHEMBL1670	6.249023590064053e-05	4.2041878358678275
506444	CEFDITOREN PIVOXIL	CHEMBL454446	5.960627637980474e-06	5.224708007816795
508755	CEFOPERAZONE	CHEMBL507674	0.0003871887002849709	3.4120773256288617
508828	ENFUVIRTIDE	CHEMBL525076	7.569112677373251e-07	6.12095502960261
515239	BENDROFLUMETHIAZIDE	CHEMBL1684	2.3729296189075033e-07	6.62471514276597
517099	CARBIMAZOLE	CHEMBL508102	1.8256013745704464e-05	4.738594045927539
520664	CARFILZOMIB	CHEMBL451887	4.491471274586065e-06	5.34761137352467
554892	NISOLDIPINE	CHEMBL1726	2.5745327223109e-09	8.589301583918802
555972	CEPHALEXIN	CHEMBL1727	0.0001871042026482441	3.727916457468224
558106	CEFOTAXIME	CHEMBL1730	0.00015434606011372867	3.8115044519784873
558566	DIHYDROERGOTAMINE	CHEMBL1732	1.713238191505765e-08	7.766182252874969
570147	CLARITHROMYCIN	CHEMBL1741	2.949355580512327e-06	5.530272864835451
573926	ARTEMETHER	CHEMBL566534	2.563844761713252e-07	6.591108274462251
575613	ARTEMISININ	CHEMBL567597	1.6e-06	5.795880017344075
577488	TOBRAMYCIN	CHEMBL1747	1.112251882272416e-05	4.953796850619404
581814	DIGOXIN	CHEMBL1751	2.5609834176323708e-09	8.591593233579237
581819	DYPHYLLINE	CHEMBL1752	7.866273352999017e-05	4.104230965930801
581843	CLINDAMYCIN	CHEMBL1753	5.882491352737711e-06	5.23043870256436
581848	DOXAPRAM	CHEMBL1754	1.3209341646412345e-05	4.87911882708307
583322	TERBUTALINE	CHEMBL1760	4.4387234231435045e-08	7.352741915020753
583520	TOCAINIDE	CHEMBL1762	5.2012899199001353e-05	4.283888937976056
583530	LEVOMEPROMAZINE	CHEMBL1764	6.088650754992693e-07	6.215478936362535
598402	CLOPIDOGREL	CHEMBL1771	1.8643383152596092e-08	7.729475274858498
624225	NIRAPARIB	CHEMBL1094636	2.0000000000000003e-06	5.698970004336019
642358	AMMONIA SOLUTION, STRONG	CHEMBL1160819	9.982384028185554e-05	4.000765726584327
644928	VINCAMINE	CHEMBL1165342	7.053180984624066e-07	6.151614972016013
646449	IODIPAMIDE	CHEMBL1165268	0.001052853232259423	2.977632165246
654243	ALCURONIUM	CHEMBL1180293	4.498358099293758e-06	5.346945974788147
654675	PROPANTHELINE	CHEMBL1180725	5.4274084124830396e-08	7.265407496531089
657299	ISAVUCONAZONIUM	CHEMBL1183349	1.344423082281479e-06	5.871464039774844
661796	SCOPOLAMINE	CHEMBL1187846	3.2964135021097044e-09	8.481958315657971
668616	DIETHYLPROPION	CHEMBL1194666	9.74184120798831e-07	6.011358953706611
673030	BRETYLIUM	CHEMBL1199080	9.86963852448904e-06	5.0056987530744905
674423	QUAZEPAM	CHEMBL1200472	3.8779731127197514e-07	6.411395206355283
674584	IVERMECTIN	CHEMBL1200633	2.879885726134387e-08	7.540624744703921
