molregno	chembl_id	pref_name	median Molar total plasma concentration	median pMolar total plasma concentration	median Molar unbound plasma concentration	median pMolar unbound plasma concentration
37266	CHEMBL728	PROCHLORPERAZINE	1.3370771493515176e-07	6.873843533223436	7.394036635913892e-08	7.131118401918737
37493	CHEMBL730	NITROGLYCERIN	6.605310669778503e-08	7.180106751251948	2.6421242679114012e-08	7.578046759923986
38727	CHEMBL741	LAMOTRIGINE	5.466614603670441e-05	4.262281542790191	2.440023428348301e-05	4.612606003680312
38833	CHEMBL742	KETAMINE	2.523871619063644e-05	4.5979327399787175	1.1862196609599126e-05	4.9258348820430005
38898	CHEMBL744	RILUZOLE	2.1349274124679764e-06	5.6706168864003255	7.333475661827519e-08	7.134690145004755
39540	CHEMBL746	NEDOCROMIL	6.732193348592973e-08	7.171843419579578	7.405412683452271e-09	8.130450734421354
39857	CHEMBL750	ZONISAMIDE	0.000188474767940442	3.7247467827404757	5.805022852565614e-05	4.236196066240031
43354	CHEMBL768	ESMOLOL	6.7709391292572285e-06	5.169351090492418	3.994854086261765e-06	5.398499078850274
43934	CHEMBL148	IMIPENEM	0.00013629530649741106	3.8655190993918236	0.00011721396358777349	3.931020648148256
45838	CHEMBL33986	BUTORPHANOL	6.107429688215714e-09	8.214141524140969	1.0382630469966714e-09	8.983692602762694
46726	CHEMBL782	TOLBUTAMIDE	0.000369890882189754	3.4319263739116432	1.8494544109487703e-05	4.732956369575625
47447	CHEMBL787	MONTELUKAST	6.82360968952576e-07	6.165985822774454	1.364721937905152e-09	8.864955827110473
48701	CHEMBL152	CIDOFOVIR	0.00015401697768544718	3.8124314031330138	0.00015401697768544718	3.8124314031330138
49226	CHEMBL32800	FENOTEROL	1.3185654008438818e-07	6.87989832433001	6.988396624472574e-08	7.155622454729221
49842	CHEMBL796	METHYLPHENIDATE	2.571685740002572e-07	6.589782103291143	2.1859328790021864e-07	6.66036317757685
49931	CHEMBL34259	METHOTREXATE	0.0005000440092419407	3.300991771404322	0.00018501628341951806	3.732790047337327
51042	CHEMBL802	MINOXIDIL	9.557945041816009e-07	6.019635471001316	9.557945041816009e-07	6.019635471001316
51056	CHEMBL154	NAPROXEN	0.000434291670285764	3.362218500326052	3.4743333622860994e-06	5.45912851333411
51162	CHEMBL416956	MEFLOQUINE	2.643264960879678e-06	5.57785930100737	7.403264960879679e-08	7.130576707055896
51182	CHEMBL803	CYTARABINE	2.0557519940794343e-06	5.68702927980295	1.7885042348491078e-06	5.747510027184331
52087	CHEMBL806	FLUTAMIDE	1.7197060207812901e-06	5.764545788246281	1.031823612468774e-07	6.986394537862637
53616	CHEMBL809	SERTRALINE	8.163531870428422e-07	6.088121907424712	8.163531870428423e-09	8.088121907424712
54211	CHEMBL813	EPROSARTAN	4.357862998209743e-06	5.360726427154649	7.408367096956566e-08	7.130277505776375
54547	CHEMBL289469	GRANISETRON	5.441392996607132e-08	7.2642899066810624	1.9044875488124966e-08	7.720221862330786
54722	CHEMBL814	FLUVOXAMINE	7.224979581579444e-07	6.141163375923651	1.444995916315889e-07	6.84013338025967
56432	CHEMBL819	OXACILLIN	0.00015942606616181743	3.7974406699866483	1.115982463132722e-05	4.952342629972391
56644	CHEMBL820	BUSULFAN	3.6539320368641142e-06	5.437239534785721	3.6539320368641142e-06	5.437239534785721
57175	CHEMBL826	ENOXACIN	1.2487512487512488e-05	4.903524064471262	9.99000999000999e-06	5.000434077479318
57397	CHEMBL827	DEXMETHYLPHENIDATE	9.858128670009857e-08	7.006205517657194	8.576571942908576e-08	7.066686265038576
60232	CHEMBL832	SULFINPYRAZONE	4.202823308363618e-05	4.376458867861729	7.144799624218153e-07	6.1460099464834546
60319	CHEMBL833	TICLOPIDINE	7.581788543917509e-06	5.120228332213779	2.6536259903711285e-07	6.5761602878635035
60371	CHEMBL290916	EDARAVONE	5.9999999999999985e-06	5.221848749616356	5.339999999999999e-06	5.272458742971444
60401	CHEMBL834	PAMIDRONIC ACID	5.870591738631046e-06	5.231318120921058	4.109414217041732e-06	5.386220080906801
61680	CHEMBL158	AZTREONAM	0.0005741319125482272	3.2409883126369796	0.00022965276501929087	3.638928321309017
61682	CHEMBL44354	CEFTAZIDIME	0.0003842002232020344	3.4154423871698385	0.0003035181763296072	3.517815295879397
62615	CHEMBL842	CHLOROTHIAZIDE	2.028877692489771e-05	4.692744132896572	3.591113515706895e-06	5.444770866534766
65351	CHEMBL850	SPARFLOXACIN			1.3735e-06	5.862171336243419
65415	CHEMBL852	MELPHALAN	4.91464893024475e-06	5.308507499826347	6.880508502342651e-07	6.162379464148109
65494	CHEMBL853	ZALCITABINE	4.734400151500805e-07	6.324735038286018	4.545024145440773e-07	6.34246380524645
65539	CHEMBL855	TRIPROLIDINE	1.6163793103448276e-07	6.791456717163181	1.0432112068965518e-07	6.981627756095294
65605	CHEMBL296419	ASTEMIZOLE	1.0903222992716649e-07	6.962445105632598	1.5583222120458836e-09	8.807342738932093
67617	CHEMBL44884	ETHAMBUTOL	1.4438842934756006e-05	4.840467607817937	2.598991728256081e-06	5.58519510271463
68396	CHEMBL866	MYCOPHENOLIC ACID	6.6179684085659e-05	4.179275310312801	1.0588749453705403e-06	5.975155327656878
68607	CHEMBL44657	ETOPOSIDE	2.378686964795433e-05	4.623662707356204	2.854424357754519e-06	5.54448146130858
70140	CHEMBL262777	VANCOMYCIN	3.5190130203481745e-05	4.453579126272253	2.181788072615868e-05	4.661187436773999
70674	CHEMBL870	ALENDRONIC ACID	1.0638297872340427e-06	5.973127853599698	2.340425531914894e-07	6.630705172777493
72035	CHEMBL45816	MIBEFRADIL	6.052780243725284e-07	6.218045093586206	6.052780243725284e-09	8.218045093586207
72873	CHEMBL160	CYCLOSPORINE	7.733051728295486e-07	6.111649084709039	5.258475175240931e-08	7.279140172002802
73547	CHEMBL877	TRANEXAMIC ACID	0.00031804592583169016	3.497510163364129	0.00030850454805673945	3.5107384290978843
75901	CHEMBL888	GEMCITABINE	2e-05	4.698970004336019	2e-05	4.698970004336019
77085	CHEMBL893	DICLOXACILLIN	6.37850020198584e-05	4.195281426384329	2.1049050666553273e-06	5.676767486506442
77128	CHEMBL894	BUPROPION	9.80187695516163e-07	6.008690753570965	1.9113660062565179e-07	6.718656142208447
77207	CHEMBL895	NALBUPHINE	5.595188138201147e-07	6.2521853057381565	2.7975940691005736e-07	6.553215301402138
77456	CHEMBL52440	DEXTROMETHORPHAN	1.4738393515106853e-07	6.831549851995756	1.1348563006632275e-07	6.945059126823274
77459	CHEMBL896	HYDROXYZINE	2.6673068203035395e-07	6.573927024542379	2.181856979008297e-08	7.661173720871056
77474	CHEMBL897	PROBENECID	0.00032466669411641033	3.488562261122551	4.220667023513333e-05	4.374618908815714
77652	CHEMBL898	DIFLUNISAL	0.0007993605115907275	3.0972573096934197	1.4788169464428208e-06	5.8300855812904135
77779	CHEMBL900	ORPHENADRINE	1.2686270834106686e-06	5.896666021260918	1.0149016667285349e-06	5.993576034268974
78303	CHEMBL902	FAMOTIDINE	5.926628341136728e-07	6.227192306514037	4.978367806554852e-07	6.302913020452155
78364	CHEMBL53292	ISOXICAM	4.473072105922348e-05	4.349394100943868	1.565575237072822e-06	5.805326056593592
78759	CHEMBL53463	DOXORUBICIN	3.679649697348813e-08	7.434193524193271	1.0303019152576678e-08	7.987035492851051
79047	CHEMBL905	RIZATRIPTAN	3.7126415444588813e-07	6.430316979881974	3.1928717282346373e-07	6.495818528638406
80965	CHEMBL911	ZOLPIDEM	4.879635653871178e-07	6.311612604108045	3.903708523096942e-08	7.408522617116102
81683	CHEMBL914	FEXOFENADINE	3.8072836725337376e-07	6.4193847636305055	2.9696812645763154e-07	6.527290160940026
83724	CHEMBL161	CEFTRIAXONE	0.00013523503849690758	3.8689107710099457	1.3523503849690815e-05	4.8689107710099435
84251	CHEMBL264241	ANIDULAFUNGIN	5.788204341153255e-06	5.237456145371107	9.261126945845203e-07	6.033336162715183
85553	CHEMBL56367	NIMESULIDE	2.1082676526872306e-05	4.676074254604531	1.1595472089779813e-06	5.935711565110285
86042	CHEMBL932	DIPYRIDAMOLE	3.4662079898541536e-06	5.460145380994345	1.8890833544705206e-07	6.723748878717701
88100	CHEMBL163	RITONAVIR	1.3731691078561916e-06	5.862275975446187	3.37113015978695e-07	6.4722244789872
88316	CHEMBL940	GABAPENTIN	0.0001751927119831815	3.7564839644426096	0.000169936930623686	3.769712230176365
88739	CHEMBL58323	ERLOSAMIDE	3.995205753096284e-05	4.398460849608223	3.395924890131842e-05	4.469041923893931
88797	CHEMBL941	IMATINIB	4.053434828410518e-06	5.392176805226999	2.0267174142052588e-07	6.69320680089098
88800	CHEMBL56564	TROPISETRON	1.7583345055563368e-07	6.754898501220181	9.319172879448585e-09	8.030622631619392
88815	CHEMBL301265	PRAMIPEXOLE	3.3123550844650536e-08	7.4798631130230975	2.8155018217952955e-08	7.5504441873088055
92412	CHEMBL953	ENTACAPONE	1.3429853581840214e-05	4.871928722174582	2.685970716368043e-07	6.570898726510601
95909	CHEMBL967	TEMAZEPAM	2.9925187032418964e-06	5.523963126572557	9.576059850374077e-08	7.018813148252651
95929	CHEMBL968	FLURAZEPAM	2.578050478228364e-07	6.58870858341341	8.765371625976451e-09	8.057229666371153
99389	CHEMBL979	MEPROBAMATE	4.581901489117984e-05	4.338954252377607	4.581901489117984e-05	4.338954252377607
100696	CHEMBL982	NALMEFENE	2.946028753240632e-07	6.5307630187585595	1.9149186896064106e-07	6.717849662115704
109807	CHEMBL996	CEFOXITIN	0.000350910026669162	3.4548042223663074	0.0002561643194684882	3.591481362245852
110803	CHEMBL998	LORATADINE	5.223432317375749e-08	7.282044028292661	1.0446864634751497e-09	8.98101403262868
111185	CHEMBL1000	CETIRIZINE	7.714065312419645e-07	6.112716688427797	5.6000000000000005e-08	7.251811972993799
111871	CHEMBL1005	REMIFENTANIL	5.312790543232833e-08	7.274677305812702	1.5938371629698497e-08	7.797556051093039
112102	CHEMBL302795	TENOXICAM	2.9640168356156264e-05	4.528119333893047	2.519414310273283e-07	6.598700408178754
112651	CHEMBL1008	BEPRIDIL	6.820351930159596e-06	5.166193215170067	2.7250000000000002e-08	7.564633493387339
112655	CHEMBL1009	LEVODOPA	1.0142502155281707e-05	4.993854891336049	7.708301638014098e-06	5.113041299055258
113138	CHEMBL308954	ETRAVIRINE	2.4190769372142717e-06	5.61635031895674	4.838153874428612e-09	8.315320323292752
116949	CHEMBL1017	TELMISARTAN	9.595243184423763e-07	6.017944013912881	6.092979422109274e-09	8.215170288620891
118617	CHEMBL1020	TOLMETIN	0.0003109331882311788	3.5073329199754344	9.327995646934834e-07	6.030211665255797
119288	CHEMBL75880	PERHEXILINE	2.162162162162162e-06	5.665111737075051	7.463648648648654e-07	6.127048813198404
122170	CHEMBL1027	TIAGABINE	5.325380764724678e-07	6.273649334723604	2.1301523058898712e-08	7.671589343395643
122859	CHEMBL75753	XAMOTEROL	2.946462771442883e-07	6.530699041844945	2.858068888299596e-07	6.5439273075787
134333	CHEMBL1055	CHLORTHALIDONE	7.527230864598399e-06	5.123364763694228	1.8065354075036157e-06	5.743153521982623
138562	CHEMBL1064	SIMVASTATIN	3.508373748715867e-08	7.454894147244778	1.5787681869221475e-09	8.801681633469432
139045	CHEMBL1069	VALSARTAN	1.1130117328312634e-05	4.953500257518825	4.4520469313250535e-07	6.351440266190862
139046	CHEMBL315838	ENCAINIDE			2.1300000000000001e-07	6.671620396561262
139072	CHEMBL86882	ETILEFRINE	3.3105274773780625e-07	6.480102803123504	2.549106157581108e-07	6.593612077951023
139099	CHEMBL86304	MOCLOBEMIDE	1.1163206072784103e-05	4.952211058108669	8.595668676043759e-06	5.065720332936187
139237	CHEMBL314437	MEPTAZINOL	1.0713520462824085e-06	5.970067796549137	7.820869937861582e-07	6.106744936428681
139286	CHEMBL1073	GLIPIZIDE	3.3666255190214338e-06	5.47280518894825	6.059925934238571e-08	7.2175326838449445
139608	CHEMBL315795	CLOMETHIAZOLE	3.092911047878263e-05	4.509632570126513	1.1134479772361746e-05	4.953330069359226
140117	CHEMBL1079	TIZANIDINE	5.912029008355667e-08	7.228263443669745	4.138420305848968e-08	7.383165403655488
143284	CHEMBL1082	AMOXICILLIN	4.652308365945103e-05	4.332331506929413	3.954462111053337e-05	4.40291258121512
147981	CHEMBL1087	MEPIVACAINE	1.6237061091942358e-05	4.789492575282965	4.871118327582706e-06	5.312371320563304
148004	CHEMBL1088	MESORIDAZINE	2.5867197806461632e-06	5.587250615856558	1.986600791536255e-07	6.701889395825045
150423	CHEMBL1093	ARTICAINE	7.0328433785779605e-06	5.152869054217012	3.235107954145862e-06	5.490111222535439
150882	CHEMBL1098	BUPIVACAINE	6.933851060879213e-06	5.159025491224905	3.882956594092361e-07	6.410837464218704
151063	CHEMBL1101	BIPERIDEN	3.210582078530837e-07	6.4934162228671335	3.1142646161749116e-08	7.506644488600889
152819	CHEMBL94454	MIZOLASTINE	1.8497109826589595e-06	5.73289612480889	8.7e-09	8.060480747381382
155006	CHEMBL1112	ARIPIPRAZOLE	1.1151006935926315e-06	5.95268591405336	1.1151006935926312e-08	7.95268591405336
155045	CHEMBL1113	AMOXAPINE	1.912106823034513e-06	5.718487848797103	2.093756971222795e-07	6.679073729620965
157330	CHEMBL1115	PYRIDOSTIGMINE	1.1036309458117206e-06	5.9571761304048465	1.1036309458117206e-06	5.9571761304048465
161281	CHEMBL1118	DESVENLAFAXINE	1.5187182018376491e-06	5.818522802003136	1.0631027412863542e-06	5.973424761988879
165474	CHEMBL100116	PENTAZOCINE	7.006971937077392e-07	6.154469621852342	2.732719055460183e-07	6.563405014825842
171587	CHEMBL1136	TELITHROMYCIN	2.3398438462106847e-06	5.630813125065035	9.593359769463807e-07	6.018029268345299
175106	CHEMBL1138	EZETIMIBE	3.663629924529224e-08	7.436088402321897	6.594533864152601e-09	8.180815897218592
178796	CHEMBL1144	PRAVASTATIN	1e-07	7.0	5e-08	7.301029995663981
180228	CHEMBL1146	CEFAMANDOLE	0.00032431731205811765	3.4890298680688168	8.107932801452941e-05	4.091089859396779
188196	CHEMBL1163	ATAZANAVIR	3.688623434108416e-06	5.433135678965742	2.5488387929689152e-06	5.593657631591544
189203	CHEMBL1168	RAMIPRIL	9.603380389897244e-08	7.0175758683910745	2.6169211562469994e-08	7.582209361778413
192908	CHEMBL1175	DULOXETINE	4.0346984062941287e-07	6.3941889232411695	1.815614282832358e-08	7.740976409465826
196215	CHEMBL1185	ZOLMITRIPTAN	3.479955456570156e-08	7.458426314987211	2.609966592427617e-08	7.583365051595511
203627	CHEMBL339427	TUBOCURARINE	9.840259782858268e-06	5.006993436042991	5.707350674057795e-06	5.243565442480054
208749	CHEMBL1194	PRILOCAINE	6.354393609295572e-07	6.1969258872346105	4.57516339869281e-07	6.339593390803342
219327	CHEMBL340978	BENOXAPROFEN	0.00016571106618499984	3.7806484884267357	1.027408610346983e-06	5.9882567989284885
222203	CHEMBL1219	RABEPRAZOLE	1.6692168590902769e-06	5.777487237563911	6.176102378634021e-08	7.209285513496916
224263	CHEMBL135400	ZOPICLONE	1.2859420811686639e-07	6.89077859159477	2.5718841623373278e-08	7.589748595930788
227917	CHEMBL1228	OXYPHENBUTAZONE	0.00030828041186263034	3.5110540694682135	3.0828041186263036e-06	5.511054069468213
228121	CHEMBL1229	OSELTAMIVIR	3.825101629269229e-07	6.41735702157063	2.2185589449761524e-07	6.653929028007693
230659	CHEMBL1237	LISINOPRIL	1.7262638717632553e-07	6.762892818532918	1.7262638717632553e-07	6.762892818532918
239465	CHEMBL1259	METOCURINE	6.127169400916011e-07	6.2127401123453705	3.9826601105954077e-07	6.399826755702515
248669	CHEMBL1272	REPAGLINIDE	1.1356606274856386e-07	6.944751430623434	1.7034909412284465e-09	8.768660171567756
250297	CHEMBL1278	NARATRIPTAN	1.4904462396041374e-07	6.826683684350801	1.0433123677228964e-07	6.981585644336544
250328	CHEMBL1279	FROVATRIPTAN	3.287986519255272e-08	7.483069971735713	2.7947885413669805e-08	7.55365104602142
252155	CHEMBL1286	LEVETIRACETAM	0.00023500381881205566	3.6289250803855917	0.0002115034369308501	3.674682570946267
255477	CHEMBL1294	QUINIDINE	1.5412120091239752e-05	4.812137615623249	3.237e-06	5.489857300597427
255510	CHEMBL1296	CEFOTIAM	0.0002853664104710448	3.5445971475688802	0.0001426832052355224	3.845627143232861
255534	CHEMBL1297	FENOPROFEN	0.00024765757213026794	3.6061483889247405	4.953151442605359e-06	5.305118393260759
255904	CHEMBL157101	KETOCONAZOLE	1.1290079783230466e-05	4.94730298904985	1.1290079783230466e-07	6.94730298904985
255947	CHEMBL170	QUININE	2.157696812773565e-05	4.666009579945012	6.473090438320694e-06	5.188888325225349
263453	CHEMBL1311	ISOSORBIDE MONONITRATE	4.467929266506226e-06	5.349893710983732	4.467929266506226e-06	5.349893710983732
264400	CHEMBL1314	TIOPRONIN	3.0637254901960784e-05	4.513750150081823	1.3786764705882353e-05	4.86053763630648
267163	CHEMBL1323	DARUNAVIR	1.3453356948527395e-05	4.8711693348203395	6.726678474263698e-07	6.172199330484321
267825	CHEMBL1324	TOLCAPONE	2.195871761089152e-05	4.658393026279124	4.6113306982872186e-08	7.3361737315452045
299299	CHEMBL1350	TILUDRONIC ACID	4.707950158500989e-06	5.3271681435351805	4.707950158500989e-07	6.3271681435351805
300022	CHEMBL1351	CARBOPLATIN	6.734006734006735e-05	4.171726453653231	6.734006734006735e-05	4.171726453653231
304903	CHEMBL1359	ERTAPENEM	0.00016613391655450873	3.779541696454021	2.6581426648721372e-05	4.575421713798097
305519	CHEMBL174	AMPICILLIN	3.3198820869465666e-05	4.478877340963988	2.821899773904581e-05	4.5494584152496955
306485	CHEMBL1360	ATRACURIUM	5.381204528821732e-06	5.269120500975137	2.7982263549873e-06	5.553117157340338
306486	CHEMBL185073	PANCURONIUM	1.0473397570171764e-06	5.979912410334717	9.426057813154586e-08	7.025669900895392
308699	CHEMBL363295	TERODILINE			1.1000000000000001e-08	7.958607314841775
313314	CHEMBL1370	BUDESONIDE	4.999999999999999e-09	8.301029995663981	6.375000000000005e-10	9.195519810894007
316347	CHEMBL361497	ARTESUNATE	6.819186848060766e-07	6.16626740957443	1.7047967120151914e-07	6.768327400902392
317367	CHEMBL365795	TIAPROFENIC ACID	0.0001536629403403634	3.8134308608435066	2.304944105105451e-06	5.637339601787825
321707	CHEMBL1380	ABACAVIR	9.918278969057763e-06	5.003563680576211	4.959139484528882e-06	5.304593676240192
325239	CHEMBL1384	KANAMYCIN	5.159958720330238e-05	4.287353772714747	5.1083591331269356e-05	4.291718578117196
333157	CHEMBL177	AMIKACIN	5.122863339082324e-05	4.290487229498259	4.508119738392445e-05	4.34600455734809
333370	CHEMBL370805	COCAINE	9.889240506329112e-07	6.00483706093831	8.900316455696201e-08	7.050594551498985
334337	CHEMBL1397	POSACONAZOLE	9.111145992380032e-07	6.040426994391918	1.8222291984760454e-08	7.739396998727928
334866	CHEMBL372795	STREPTOMYCIN	6.877815605763609e-05	4.162549471792988	4.4705801437463445e-05	4.349636115150132
360723	CHEMBL385517	SAXAGLIPTIN	1.6771289074884286e-06	5.775433555366883	1.6771289074884286e-06	5.775433555366883
363589	CHEMBL1422	SITAGLIPTIN	9.329274280663851e-07	6.030152138478738	5.784150054011589e-07	6.237760448980484
364141	CHEMBL1423	PIMOZIDE	4.333131120547708e-08	7.363198169015764	3.4500000000000005e-10	9.462180904926726
364520	CHEMBL386630	TESTOSTERONE	2.4876053115140587e-08	7.604218524555578	1.4179350275630136e-09	8.848343668883087
364693	CHEMBL1425	MERCAPTOPURINE	3.28558286239979e-07	6.483387575428513	2.792745433039821e-07	6.553968649714221
364745	CHEMBL219916	DOMPERIDONE	2.3478587528174306e-07	6.6293280337945815	1.9252441773102927e-08	7.715514181410865
364859	CHEMBL181	DIAZOXIDE	0.00021675047685104908	3.664039938402841	1.3005028611062943e-05	4.885888688019198
365189	CHEMBL374478	RIFAMPIN	1.2151406525305302e-05	4.915373449569812	1.9138465277355855e-06	5.718092891444193
365248	CHEMBL1428	NIMODIPINE	1.194885888397658e-07	6.9226735678585545	1.9118174214362525e-09	8.71855358520263
365281	CHEMBL384467	DEXAMETHASONE	6.752108441409535e-07	6.1705605913931265	2.160674701251051e-07	6.66541061307322
365284	CHEMBL182	GANCICLOVIR	1.959017356893782e-05	4.707961716139108	1.9394271833248444e-05	4.7123265215415575
365538	CHEMBL184	ACYCLOVIR	5.43022512321833e-05	4.2651821653016135	4.61569135473558e-05	4.335763239587321
366279	CHEMBL220492	TOPIRAMATE	8.545245602145151e-05	4.068275450541426	6.152576833544509e-05	4.210942954110157
368538	CHEMBL185	FLUOROURACIL	2.306273062730627e-06	5.63708927353033	1.4760147601476013e-06	5.830909299546444
369464	CHEMBL1431	METFORMIN	1.0064256406286293e-05	4.997218307270751	1.0064256406286293e-05	4.997218307270751
371546	CHEMBL1433	DOXYCYCLINE	1.4700112501125011e-05	4.832679341549046	1.7640135001350012e-06	5.7534980955014206
371561	CHEMBL1434	MINOCYCLINE	1.3115327446008564e-06	5.882220862052705	6.557663723004282e-09	8.183250857716686
371631	CHEMBL1435	CEFAZOLIN	0.00033001848103493797	3.481461738950127	5.9403326586288815e-05	4.226189233846821
371655	CHEMBL1436	CEFUROXIME	0.00024270128890878666	3.6149279172630906	8.737246400716317e-05	4.058625416495803
371745	CHEMBL222645	FLOXACILLIN	8.812902088657796e-05	4.054881054862772	3.7895478981228517e-06	5.421412599283185
372385	CHEMBL186	CEFEPIME	0.00033293796949455864	3.477636673447585	0.00025969161620575574	3.585542070757105
372428	CHEMBL374975	FUSIDIC ACID	5.80585229911751e-05	4.236134016815431	2.902926149558755e-06	5.537164012479412
373970	CHEMBL376140	TIGECYCLINE	1.0757094559983611e-06	5.968305013702771	2.1514189119967222e-07	6.66727501803879
373985	CHEMBL1440	TETRACYCLINE	1.3162631626316264e-05	4.880657272839923	1.0266852668526687e-05	4.9885626701494425
374037	CHEMBL387675	DAPTOMYCIN	5.318722272612282e-05	4.27419268661512	4.254977818089837e-06	5.371102699623175
374548	CHEMBL1444	LETROZOLE	1.15e-07	6.939302159646388	4.7149999999999995e-08	7.326518302926653
374719	CHEMBL223228	EFAVIRENZ	1.1828433857070449e-05	4.9270727542950565	5.559363912823112e-08	7.254974896359339
378315	CHEMBL1450	ATOVAQUONE	1.8809290153745505e-05	4.7256275940364585	1.8809290153745506e-08	7.7256275940364585
380567	CHEMBL189	MILRINONE	1.1836000378752013e-06	5.926795029613981	4.142600132563205e-08	7.382726985263705
381693	CHEMBL190	THEOPHYLLINE	0.00011100627185435978	3.9546524828819005	6.771382583115947e-05	4.169322647871134
389011	CHEMBL243712	AMISULPRIDE	1.082573276678665e-06	5.965542697671927	9.093615524100787e-07	6.041263411610045
390877	CHEMBL1460	DIDANOSINE	3e-05	4.522878745280337	2.8499999999999998e-05	4.54515513999149
393942	CHEMBL1463	FLUCYTOSINE	0.00038732667131458667	3.411922596466199	0.00038732667131458667	3.411922596466199
394165	CHEMBL1464	WARFARIN	2.270294813997989e-05	4.643917742904255	3.405442220996983e-07	6.467826483848573
394206	CHEMBL397420	ACENOCOUMAROL	1.4151076896951858e-06	5.849210509072009	2.830215379390402e-08	7.548180513408023
394229	CHEMBL1465	PHENPROCOUMON	1.7836757990867582e-05	4.748684080151968	1.016695205479452e-05	4.992809224479476
395607	CHEMBL1467	ALLOPURINOL	0.00013959297626919405	3.85513643303285	0.0001354051869811182	3.868364698766605
397074	CHEMBL444633	RIFABUTIN	2.467474203678779e-07	6.607747378985994	7.155675190668459e-08	7.145349381087038
403465	CHEMBL1477	CERIVASTATIN	5.601988858908522e-08	7.251657759225297	5.601988858908521e-10	9.251657759225296
405365	CHEMBL1480	FELODIPINE	2.1499999999999997e-08	7.667561540084395	7.739999999999997e-11	10.111259039317108
405366	CHEMBL1481	GLIMEPIRIDE	6.298024988280374e-07	6.200795620572967	3.149012494140187e-09	8.501825616236948
406787	CHEMBL1483	ALBENDAZOLE	5.653124293359464e-06	5.247711465746899	2.5834778020652715e-07	6.587795265677049
407549	CHEMBL1484	NICARDIPINE	2.0853752632786275e-07	6.680815782365699	2.0853752632786276e-09	8.680815782365698
408842	CHEMBL191	LOSARTAN	6.211576657523883e-07	6.20679815074876	6.211576657523882e-09	8.20679815074876
410802	CHEMBL192	SILDENAFIL	1.0535409511367708e-06	5.977348578701278	4.461745928064224e-08	7.350495164034553
418414	CHEMBL1491	AMLODIPINE	3.668558012130698e-08	7.4355046088915	4.420612404617484e-10	9.354517561980613
418845	CHEMBL1496	ROSUVASTATIN	9.51095421036237e-09	8.021775909192346	1.141314505243484e-09	8.942594663144721
419508	CHEMBL254219	DIGITOXIN	3.268187463232891e-08	7.485693040293661	2.1570037257337082e-09	8.666149104751792
419580	CHEMBL398707	HYDROMORPHONE	5.25688652134296e-08	7.279271397850605	4.520922408354945e-08	7.344772946607037
419596	CHEMBL193	NIFEDIPINE	4.3310042155107696e-07	6.363411393556656	1.7324016862043078e-08	7.761351402228694
419598	CHEMBL1502	PANTOPRAZOLE	1.055013433147269e-05	4.976742010598902	2.1100268662945382e-07	6.675712014934921
419601	CHEMBL1503	OMEPRAZOLE	1.9338775982861447e-06	5.713571017363232	9.669387991430725e-08	7.014601013027213
419622	CHEMBL1504	TRIAMCINOLONE ACETONIDE	1.150747986191024e-09	8.939019776448667	2.3014959723820482e-10	9.637989780784686
420985	CHEMBL1505	ALMOTRIPTAN	2.0866247354457925e-07	6.680555648672563	1.2519748412674754e-07	6.90240439828892
421034	CHEMBL1510	ELETRIPTAN	6.012600318929235e-07	6.220937664448643	9.018900478393851e-08	7.044846405392962
421066	CHEMBL1513	IRBESARTAN	5.367060251085078e-06	5.27026352925798	5.367060251085078e-07	6.27026352925798
421070	CHEMBL1514	LEVOMETHADYL ACETATE	1.69726457525954e-07	6.770250453133694	3.39452915051908e-08	7.469220457469714
421089	CHEMBL1515	METHIMAZOLE	2.189717088552159e-05	4.659611992382495	1.7738898134361043e-05	4.751073360210536
421332	CHEMBL1521	ZALEPLON	3.275037662933124e-07	6.484783701256938	1.3100150651732498e-07	6.8827237099289755
421350	CHEMBL248702	DEXFENFLURAMINE	2.5944824007610483e-07	6.585949270923297	1.7123583845022917e-07	6.766405335381429
421520	CHEMBL249856	ENOXIMONE	1.6108896137892153e-05	4.792934218590548	4.832668841367645e-06	5.3158129638708855
422253	CHEMBL254316	RALTEGRAVIR	3.2030511678142293e-06	5.494436123552265	2.65853246928581e-06	5.575358031176191
427379	CHEMBL259209	MILNACIPRAN	7.095595697178812e-07	6.149011138312543	6.173168256545566e-07	6.209491885693925
429737	CHEMBL1535	HYDROXYCHLOROQUINE	1.1909015124449207e-06	5.924124153185825	6.788138620936047e-07	6.168249297513333
430597	CHEMBL1540	PENCICLOVIR	1.2082444918265813e-05	4.917845176056471	1.0149253731343284e-05	4.99356588999459
430642	CHEMBL1541	CEFIXIME	1.1026330878136992e-05	4.957568979352396	3.418162572222468e-06	5.466207285518124
431141	CHEMBL1542	AZATHIOPRINE	8.511559130089807e-08	7.069990879448443	2.7551916904100707e-08	7.5598481800458694
435188	CHEMBL408513	BELINOSTAT	0.00010090799999999999	3.9960744014724265	6.054479999999999e-06	5.217923151088783
438486	CHEMBL404520	CHLORTETRACYCLINE	2.088162208440352e-05	4.680235768364048	1.085844348388983e-05	4.964232424729248
443348	CHEMBL196	ASCORBIC ACID	8.516920281626164e-05	4.069717417731807	2.2143992732228028e-05	4.654744069760989
444750	CHEMBL1560	CAPTOPRIL	2.301072299691656e-06	5.638069735584359	1.6797827787749087e-06	5.7747468754639035
445395	CHEMBL517712	ATROPINE	8.639458133185887e-08	7.063513495616834	5.270069461243391e-08	7.278183660606067
